"SARPP Regional Price Parities by state"
"(index)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"39000","Ohio","2","  RPPs: Goods",92.326,94.047,94.560,94.847,96.332,97.042,97.370,96.855,96.335,95.462,97.487,96.088,93.730
"39000","Ohio","3","  RPPs: Services: Housing",76.758,75.853,76.898,75.726,76.507,76.884,75.036,74.892,74.989,74.433,73.694,72.655,72.581
"39000","Ohio","4","  RPPs: Services: Utilities",99.490,99.892,98.383,97.788,97.062,97.869,98.860,99.536,97.459,95.308,97.094,95.457,95.483
"39000","Ohio","5","  RPPs: Services: Other",97.918,99.194,98.277,96.219,96.496,96.014,96.288,94.967,95.958,95.444,96.215,98.424,97.244
"40000","Oklahoma","1","RPPs: All items",90.868,89.898,91.599,92.083,92.261,92.416,92.582,92.065,92.118,91.662,91.006,90.448,91.322
"40000","Oklahoma","2","  RPPs: Goods",96.836,94.273,96.964,96.287,95.224,96.017,95.981,94.996,95.816,95.702,93.769,95.366,95.786
"40000","Oklahoma","3","  RPPs: Services: Housing",63.068,65.632,66.314,66.809,67.042,67.819,68.239,66.662,65.863,66.286,66.828,64.010,64.032
"40000","Oklahoma","4","  RPPs: Services: Utilities",110.723,107.096,110.462,112.160,113.453,109.262,111.303,111.176,109.584,108.999,111.150,109.078,109.101
"40000","Oklahoma","5","  RPPs: Services: Other",97.357,96.180,97.668,98.794,99.853,99.472,99.594,99.881,100.158,98.734,98.137,97.422,99.957
"41000","Oregon","1","RPPs: All items",97.600,99.886,98.824,99.362,100.435,99.767,98.954,100.191,99.192,101.032,103.831,103.493,102.622
"41000","Oregon","2","  RPPs: Goods",95.384,101.693,99.842,99.957,100.421,98.533,99.063,99.185,100.278,100.280,104.626,104.741,103.406
"41000","Oregon","3","  RPPs: Services: Housing",96.738,100.073,99.346,99.332,99.735,99.605,99.833,102.207,105.309,107.288,106.896,109.074,109.024
"41000","Oregon","4","  RPPs: Services: Utilities",82.113,84.623,81.651,84.515,90.421,88.845,86.299,85.277,88.217,94.435,88.605,88.770,88.805
"41000","Oregon","5","  RPPs: Services: Other",100.787,99.653,99.143,99.965,101.344,101.482,99.405,101.148,97.201,99.925,103.236,101.757,100.584
"42000","Pennsylvania","1","RPPs: All items",99.061,99.297,99.007,98.417,98.118,97.858,97.317,98.282,97.817,98.982,98.068,97.910,97.564
"42000","Pennsylvania","2","  RPPs: Goods",101.882,101.821,100.008,100.506,99.814,98.349,98.453,100.605,100.389,99.969,99.801,97.205,97.394
"42000","Pennsylvania","3","  RPPs: Services: Housing",89.128,88.886,91.602,91.634,91.402,91.742,90.657,90.889,89.447,89.000,89.406,88.008,87.978
"42000","Pennsylvania","4","  RPPs: Services: Utilities",91.738,91.956,92.600,95.062,94.627,95.841,95.320,97.943,96.749,97.174,97.205,95.206,95.230
"42000","Pennsylvania","5","  RPPs: Services: Other",100.817,101.530,101.073,99.310,99.255,99.508,98.690,99.133,98.849,101.506,99.626,101.377,101.012
"44000","Rhode Island","1","RPPs: All items",102.040,102.665,100.735,100.370,99.203,100.981,99.401,100.893,100.728,100.932,101.296,101.588,101.845
"44000","Rhode Island","2","  RPPs: Goods",100.372,101.005,97.867,98.109,97.727,97.491,97.439,98.866,98.662,99.620,100.889,98.911,97.961
"44000","Rhode Island","3","  RPPs: Services: Housing",112.524,115.484,113.199,115.482,108.398,110.566,112.323,109.637,107.842,101.589,108.902,108.628,108.430
"44000","Rhode Island","4","  RPPs: Services: Utilities",89.260,87.570,89.074,86.260,84.620,88.513,90.085,94.476,89.457,92.079,97.973,97.700,97.719
"44000","Rhode Island","5","  RPPs: Services: Other",100.883,100.887,99.527,98.404,98.191,100.919,97.567,99.959,100.448,101.895,99.682,101.412,102.576
"45000","South Carolina","1","RPPs: All items",92.693,91.771,93.357,93.928,93.414,93.829,93.546,93.740,94.421,93.512,92.779,92.081,91.647
"45000","South Carolina","2","  RPPs: Goods",96.764,94.230,96.710,96.063,95.275,95.989,96.157,95.106,95.900,95.745,95.572,95.881,95.362
"45000","South Carolina","3","  RPPs: Services: Housing",73.737,75.398,74.924,75.997,74.771,75.684,73.886,75.280,75.910,75.346,74.823,75.844,75.941
"45000","South Carolina","4","  RPPs: Services: Utilities",96.424,101.971,107.271,106.424,104.977,104.488,107.066,108.809,110.355,106.581,107.224,103.385,103.410
"45000","South Carolina","5","  RPPs: Services: Other",97.636,96.485,98.205,99.504,99.907,99.798,99.717,100.212,100.769,99.148,97.631,95.700,95.460
"46000","South Dakota","1","RPPs: All items",85.981,87.233,88.755,87.964,91.182,90.175,90.490,89.181,89.262,88.701,91.260,92.273,91.518
"46000","South Dakota","2","  RPPs: Goods",84.389,89.604,94.761,94.818,96.078,95.914,97.409,97.286,96.023,94.867,95.951,97.900,95.702
"46000","South Dakota","3","  RPPs: Services: Housing",62.565,60.901,61.067,61.676,69.875,65.876,66.049,66.793,68.466,68.473,65.924,67.093,67.614
"46000","South Dakota","4","  RPPs: Services: Utilities",87.206,85.914,85.562,86.588,89.282,93.637,92.610,91.298,94.205,95.244,94.378,96.494,96.513
"46000","South Dakota","5","  RPPs: Services: Other",96.340,96.257,96.122,93.764,95.541,95.395,95.205,92.333,92.050,91.386,96.944,97.280,96.945
"47000","Tennessee","1","RPPs: All items",92.050,90.837,92.804,93.355,93.843,93.551,93.185,93.131,94.288,93.544,90.300,91.919,92.150
"47000","Tennessee","2","  RPPs: Goods",96.568,94.100,96.746,96.114,95.287,96.077,96.079,95.009,95.885,95.700,92.079,94.455,95.283
"47000","Tennessee","3","  RPPs: Services: Housing",71.153,71.169,72.103,72.372,74.361,73.164,71.122,71.899,74.281,74.805,73.548,75.537,75.628
"47000","Tennessee","4","  RPPs: Services: Utilities",96.996,102.362,102.547,104.464,101.675,103.055,103.977,102.760,102.520,100.065,103.802,102.270,102.286
"47000","Tennessee","5","  RPPs: Services: Other",97.358,96.318,98.219,99.705,100.631,99.815,99.788,100.171,100.867,99.072,94.579,95.959,96.374
"48000","Texas","1","RPPs: All items",97.512,97.326,98.108,97.447,98.086,98.491,98.751,98.890,98.436,97.880,98.356,99.105,99.542
"48000","Texas","2","  RPPs: Goods",97.199,96.154,98.079,96.505,97.578,97.540,97.323,97.059,98.438,97.184,97.083,97.870,98.327
"48000","Texas","3","  RPPs: Services: Housing",87.492,87.842,88.479,88.865,90.001,91.497,92.636,94.287,95.030,94.888,94.968,95.562,95.601
"48000","Texas","4","  RPPs: Services: Utilities",122.368,120.667,119.908,116.666,114.851,111.646,115.281,113.562,110.135,108.021,109.437,111.495,111.519
"48000","Texas","5","  RPPs: Services: Other",99.791,100.217,100.261,100.067,100.265,100.863,100.953,100.989,98.921,98.805,99.762,100.483,101.264
"49000","Utah","1","RPPs: All items",97.400,100.007,97.633,99.629,99.301,98.563,97.733,97.647,96.631,98.853,96.167,97.406,95.322
"49000","Utah","2","  RPPs: Goods",96.938,101.123,98.879,100.080,99.633,97.720,96.862,97.466,95.476,99.193,96.724,98.809,95.081
"49000","Utah","3","  RPPs: Services: Housing",95.854,98.370,93.816,95.399,95.745,97.361,94.227,94.163,96.286,95.709,97.850,98.291,98.351
"49000","Utah","4","  RPPs: Services: Utilities",84.074,83.323,83.277,84.905,89.586,92.595,87.808,87.270,89.888,88.298,84.571,83.327,83.367
"49000","Utah","5","  RPPs: Services: Other",99.423,100.997,99.184,101.979,101.034,100.124,100.457,99.720,98.091,100.327,95.838,96.810,95.109
"50000","Vermont","1","RPPs: All items",101.024,100.767,99.171,98.701,99.373,99.891,98.307,100.081,99.491,100.638,99.656,98.993,99.347
"50000","Vermont","2","  RPPs: Goods",100.747,101.313,98.557,98.579,99.181,98.341,98.155,99.154,98.900,99.760,100.780,98.608,98.337
"50000","Vermont","3","  RPPs: Services: Housing",107.799,105.423,103.925,106.103,108.394,100.961,104.660,105.062,100.014,100.921,99.734,96.688,96.402
"50000","Vermont","4","  RPPs: Services: Utilities",76.778,73.380,74.283,75.599,79.867,84.036,81.281,79.326,81.484,78.949,79.940,80.417,80.433
"50000","Vermont","5","  RPPs: Services: Other",100.433,100.408,99.390,97.670,97.708,101.351,97.305,100.080,100.498,102.068,99.893,100.856,102.217
"51000","Virginia","1","RPPs: All items",103.274,102.571,103.968,103.488,102.640,103.629,103.616,103.761,103.022,101.362,102.162,100.253,100.978
"51000","Virginia","2","  RPPs: Goods",102.790,101.866,101.750,100.663,99.396,101.365,99.067,98.678,99.346,98.888,99.975,99.182,100.197
"51000","Virginia","3","  RPPs: Services: Housing",112.572,113.874,115.166,113.824,114.110,115.088,114.381,113.983,111.392,109.049,111.672,107.571,107.691
"51000","Virginia","4","  RPPs: Services: Utilities",94.053,100.411,100.876,99.657,99.205,100.186,100.861,102.456,100.549,99.042,101.185,99.391,99.414
"51000","Virginia","5","  RPPs: Services: Other",101.184,99.548,102.065,102.426,101.575,101.761,103.596,104.184,102.993,100.735,100.790,98.747,99.291
"53000","Washington","1","RPPs: All items",103.975,104.498,102.108,102.739,102.442,102.107,103.313,103.411,104.816,107.048,106.597,107.125,107.359
"53000","Washington","2","  RPPs: Goods",104.563,104.845,103.182,103.813,100.416,100.975,102.210,103.579,102.598,105.691,104.965,106.294,108.131
"53000","Washington","3","  RPPs: Services: Housing",111.823,114.488,111.215,112.968,112.719,112.485,114.116,114.651,118.404,121.774,124.624,124.584,124.573
"53000","Washington","4","  RPPs: Services: Utilities",84.512,86.172,83.208,86.914,90.823,90.869,87.740,85.256,89.218,96.215,90.912,89.250,89.285
"53000","Washington","5","  RPPs: Services: Other",102.501,102.436,99.946,100.064,101.404,100.504,101.847,101.264,103.172,104.360,103.552,103.837,102.549
"54000","West Virginia","1","RPPs: All items",88.145,86.940,89.319,89.445,89.157,89.971,90.333,91.005,90.482,89.066,89.400,88.303,87.959
"54000","West Virginia","2","  RPPs: Goods",96.996,94.533,97.358,96.107,94.229,95.545,95.093,94.366,95.349,94.516,95.680,96.007,95.439
"54000","West Virginia","3","  RPPs: Services: Housing",56.829,56.229,58.556,57.858,57.404,57.869,59.159,62.060,59.714,58.178,57.021,57.186,56.954
"54000","West Virginia","4","  RPPs: Services: Utilities",83.171,88.772,91.117,93.803,95.536,98.936,95.486,96.591,103.240,100.899,104.962,100.025,100.049
"54000","West Virginia","5","  RPPs: Services: Other",97.553,96.214,97.614,98.767,99.561,99.963,100.308,100.221,99.520,97.866,98.291,95.834,96.147
"55000","Wisconsin","1","RPPs: All items",93.336,94.102,94.644,93.898,94.206,94.018,94.203,93.502,93.577,93.222,94.138,94.486,93.188
"55000","Wisconsin","2","  RPPs: Goods",91.307,94.963,95.711,95.511,96.868,96.152,96.931,98.567,97.470,97.608,98.223,96.931,94.564
"55000","Wisconsin","3","  RPPs: Services: Housing",86.149,84.329,86.233,87.913,84.426,83.721,83.016,83.091,82.242,81.460,82.133,79.809,79.737
"55000","Wisconsin","4","  RPPs: Services: Utilities",91.587,89.069,86.729,89.185,90.106,92.064,93.846,91.687,90.200,89.847,89.851,90.089,90.103
"55000","Wisconsin","5","  RPPs: Services: Other",97.517,97.372,97.360,95.066,96.017,96.251,96.268,93.892,95.153,94.640,95.804,98.257,97.535
"56000","Wyoming","1","RPPs: All items",95.966,96.915,95.754,97.469,97.147,96.718,97.795,97.863,97.741,97.468,93.527,93.424,92.257
"56000","Wyoming","2","  RPPs: Goods",99.407,99.080,98.730,98.974,98.857,97.805,97.880,101.266,101.953,102.132,96.100,98.590,96.900
"56000","Wyoming","3","  RPPs: Services: Housing",78.520,85.939,85.335,89.571,88.039,84.800,91.383,86.966,89.388,82.994,79.488,76.247,76.328
"56000","Wyoming","4","  RPPs: Services: Utilities",91.512,91.190,84.774,87.163,92.673,95.007,94.175,92.306,93.192,98.335,91.245,88.570,88.594
"56000","Wyoming","5","  RPPs: Services: Other",100.724,99.846,98.127,99.744,99.354,100.380,100.055,99.697,98.207,99.939,97.325,97.341,95.978
"Legend / Footnotes:"
"Last updated: December 14, 2021-- new statistics for 2020; revised statistics for 2008-2019."
