GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "12980","Battle Creek, MI (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",95.281,94.202,93.234,91.828,93.437,94.051,94.495,92.205,93.352,90.685,91.446,92.745,91.117
 "13020","Bay City, MI (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",94.360,94.104,92.520,93.106,93.342,92.905,93.372,90.450,91.583,89.716,90.662,92.820,91.327
 "13140","Beaumont-Port Arthur, TX (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",93.774,92.679,93.603,95.412,93.785,94.347,94.255,93.991,95.030,93.217,91.045,92.144,93.455
 "13220","Beckley, WV (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",84.731,78.938,85.101,83.445,83.684,87.583,87.733,87.706,84.578,83.237,85.324,86.682,86.203
 "13380","Bellingham, WA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",96.809,101.700,99.472,103.318,101.110,99.557,101.257,100.079,99.480,101.266,104.694,102.903,102.289
 "13460","Bend, OR (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",100.328,99.520,96.972,96.496,96.557,96.781,98.674,100.973,101.778,102.614,103.373,103.088,102.216
 "13740","Billings, MT (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",95.632,96.742,94.310,97.896,97.580,96.441,96.876,97.792,94.601,96.923,93.970,95.438,93.733
 "13780","Binghamton, NY (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",97.281,97.065,96.729,96.566,95.362,96.402,94.439,97.326,97.006,96.695,95.360,94.479,94.713
 "13820","Birmingham-Hoover, AL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",93.732,92.960,94.695,95.276,95.004,95.038,95.080,94.142,95.275,94.100,91.620,92.372,92.646
 "13900","Bismarck, ND (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",92.224,93.580,92.122,91.009,95.784,97.084,97.419,96.563,96.295,92.946,93.388,94.338,94.241
 "13980","Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",90.674,89.219,91.762,92.395,91.136,93.177,92.697,92.962,90.979,89.439,94.005,91.693,91.482
 "14010","Bloomington, IL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",96.755,96.941,97.031,95.120,96.015,95.435,96.620,95.702,95.010,93.353,95.317,95.654,94.197
 "14020","Bloomington, IN (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",94.735,96.735,95.490,96.163,95.300,95.373,96.138,94.637,93.856,93.529,93.921,95.358,94.318
 "14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",94.382,94.189,93.752,92.737,93.158,94.649,92.064,94.270,93.401,94.751,92.973,92.440,92.329
 "14260","Boise City, ID (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",94.717,97.909,95.604,97.038,96.623,95.370,96.075,94.663,93.389,96.203,93.345,95.294,93.474
 "14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",107.170,105.804,105.810,105.795,105.077,103.509,105.650,105.677,109.286,107.648,109.491,109.535,110.218
 "14500","Boulder, CO (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",107.488,105.405,103.748,106.057,107.233,106.753,105.730,106.250,105.028,104.782,101.484,104.355,102.579
 "14540","Bowling Green, KY (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",86.676,85.623,89.397,87.938,88.306,90.737,89.405,89.264,87.467,88.470,87.657,89.328,89.254
 "14740","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",106.146,105.554,103.010,103.843,103.593,102.658,104.163,103.858,107.122,107.665,106.323,105.916,105.496
 "14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",114.999,115.909,111.375,113.610,112.647,113.007,113.583,111.908,112.137,110.337,105.817,104.918,105.586
 "15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",86.988,86.374,89.119,90.087,89.809,89.021,89.683,89.748,90.270,89.091,85.824,88.859,89.757
 "15260","Brunswick, GA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",89.730,87.989,91.726,90.383,90.469,90.894,91.102,90.667,90.112,90.262,91.565,88.213,87.764
 "15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",97.388,97.598,95.508,96.003,95.853,96.569,95.289,97.637,97.435,97.714,95.967,95.279,95.697
 "15500","Burlington, NC (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",92.974,92.399,92.936,94.194,93.462,94.173,93.247,92.715,93.321,92.511,91.133,90.750,90.310
 "15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",102.957,103.932,100.585,100.931,101.348,102.794,101.124,101.784,102.222,103.819,101.340,101.727,102.347
 "15680","California-Lexington Park, MD (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",97.637,96.412,97.742,99.584,99.375,98.971,99.341,98.754,98.946,94.837,98.130,96.548,96.753
 "15940","Canton-Massillon, OH (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",93.226,92.293,92.515,91.035,91.849,91.846,91.852,91.323,90.953,89.653,89.917,89.956,88.434
 "15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",101.616,99.036,98.797,99.115,98.965,98.887,99.299,100.713,102.319,101.206,100.563,98.792,98.990
 "16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",81.083,83.207,88.367,87.799,89.617,89.188,89.424,86.700,86.770,86.296,87.268,90.394,89.494
 "16060","Carbondale-Marion, IL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",81.039,84.488,85.935,88.649,87.968,86.513,86.599,86.532,84.446,82.348,87.320,87.711,86.332
 "16180","Carson City, NV (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",102.384,99.501,98.658,98.133,96.287,96.493,96.998,99.826,96.365,98.073,96.462,97.952,96.124
 "16220","Casper, WY (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items","Index",92.897,97.297,95.916,98.562,99.156,98.795,98.552,96.544,96.406,97.099,95.075,92.715,91.606
